duration,local_orig,ts,IP Address,uid,id_orig_port,id_resp_host,id_resp_port,orig_ip_bytes,local_resp,orig_mac,orig_bytes,resp_ip_bytes,resp_mac,proto,missed_bytes,service,orig_pkts,history,resp_bytes,conn_state,resp_pkts,resp_geoip.timezone,resp_geoip.area_code,resp_geoip.continent_code,resp_geoip.real_region_name,resp_geoip.ip,resp_geoip.country_name,resp_geoip.latitude,resp_geoip.country_code2,resp_geoip.longitude,resp_geoip.dma_code,resp_geoip.city_name,resp_geoip.country_code3,resp_geoip.postal_code
0.0343,T,1478047033,130.134.19.27,C21UJx2iRmE1XAaLZ6,29226,8.8.8.8,53,76,F,9c:d9:17:40:bf:f8,48,227,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,199,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0343,T,1478112403,130.134.19.147,Cst77g3zyZz28UJjlc,19768,8.8.8.8,53,65,F,9c:d9:17:40:bf:f8,37,81,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,53,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0344,T,1478104951,130.134.19.75,CWPZrF4gpTa9JlmJAj,32861,8.8.8.8,53,70,F,9c:d9:17:40:bf:f8,42,130,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,102,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0344,T,1478126866,130.134.19.37,CK4st34yd6nTG2zC8h,58396,8.8.8.8,53,64,F,9c:d9:17:40:bf:f8,36,178,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,150,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0344,T,1478190715,130.134.19.18,CGwzHa4imZ9SCACCP4,62310,8.8.8.8,53,65,F,9c:d9:17:40:bf:f8,37,81,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,53,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0344,T,1478049619,130.134.19.6,CpLfJN3Iu7XE4tJJI1,58639,8.8.8.8,53,80,F,9c:d9:17:40:bf:f8,52,134,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,106,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0344,T,1478049765,130.134.19.128,CFNsd5218g5M18JHAj,33298,8.8.8.8,53,60,F,9c:d9:17:40:bf:f8,32,156,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,128,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0344,T,1478111487,130.134.19.108,CMfLtm10MALf2r5NOk,38313,8.8.8.8,53,67,F,9c:d9:17:40:bf:f8,39,316,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,288,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0345,T,1478022288,130.134.19.126,CHqlvf4urNucy6uKS5,1532,8.8.8.8,53,58,F,9c:d9:17:40:bf:f8,30,110,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,82,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0345,T,1478024141,130.134.19.139,C7SSw83UY3Ut4zrfG9,23781,8.8.8.8,53,66,F,9c:d9:17:40:bf:f8,38,82,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,54,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0345,T,1478048654,130.134.19.46,CkGnui1NJB0jQA98wd,33761,8.8.8.8,53,68,F,9c:d9:17:40:bf:f8,40,113,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,85,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0345,T,1478126584,130.134.19.88,CWDUPb2GzLXsjdGCMe,21132,8.8.8.8,53,76,F,9c:d9:17:40:bf:f8,48,227,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,199,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0345,T,1478097844,130.134.19.134,CTKq4q4M9oZA0ig9j6,23990,8.8.8.8,53,66,F,10:a5:d0:4b:03:94,38,115,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,87,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0345,T,1478126444,130.134.19.26,CImekZ1E9xhnpdjgug,35457,8.8.8.8,53,64,F,9c:d9:17:40:bf:f8,36,178,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,150,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0346,T,1478047369,130.134.19.41,C9v7yG1lEumIr5TSl,37255,8.8.8.8,53,53,F,9c:d9:17:40:bf:f8,25,128,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,100,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0346,T,1478049598,130.134.19.92,Ck5Ewu1hieYbZkZGNl,54387,8.8.8.8,53,75,F,9c:d9:17:40:bf:f8,47,103,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,75,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0346,T,1478096226,130.134.19.139,CVCPjQ3CYns7iJhFT,16691,8.8.8.8,53,61,F,10:a5:d0:4b:03:94,33,113,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,85,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0346,T,1478188904,130.134.19.80,C39HsV2SmG4zKzBlR5,3557,8.8.8.8,53,70,F,9c:d9:17:40:bf:f8,42,178,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,150,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0346,T,1478096245,130.134.19.26,CkTg774GynbCrxMK45,33625,8.8.8.8,53,67,F,10:a5:d0:4b:03:94,39,195,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,167,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0346,T,1478097452,130.134.19.132,CB9OZY3BVdEk2Vscb,19506,8.8.8.8,53,64,F,10:a5:d0:4b:03:94,36,122,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,94,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0347,T,1478040665,130.134.19.109,COHhUg3m4UQRH5ivA2,10243,8.8.8.8,53,65,F,9c:d9:17:40:bf:f8,37,179,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,151,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0347,T,1478049804,130.134.19.30,CWGivG1h2CPwN8UNDb,6876,8.8.8.8,53,69,F,9c:d9:17:40:bf:f8,41,196,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,168,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0347,T,1478049804,130.134.19.43,CuBy0y24Q0kU8tMqp3,1092,8.8.8.8,53,64,F,9c:d9:17:40:bf:f8,36,129,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,101,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0348,T,1478046946,130.134.19.81,CaTmK74Fd39gdBXu1a,26008,8.8.8.8,53,59,F,9c:d9:17:40:bf:f8,31,134,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,106,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0348,T,1478027030,130.134.19.60,ClD5Qz4HamsiqiLLk7,52992,8.8.8.8,53,64,F,9c:d9:17:40:bf:f8,36,122,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,94,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0348,T,1478045687,130.134.19.24,C7YARl2h7iOLH0cZQ3,7216,8.8.8.8,53,68,F,9c:d9:17:40:bf:f8,40,113,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,85,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0348,T,1478047862,130.134.19.135,CmcXfj2oOU50iV3dee,6310,8.8.8.8,53,68,F,9c:d9:17:40:bf:f8,40,113,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,85,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0348,T,1478049621,130.134.19.19,CVRc8M2mcrUAPIQe45,33975,8.8.8.8,53,71,F,9c:d9:17:40:bf:f8,43,130,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,102,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0349,T,1478045253,130.134.19.75,C4U7jr4SnIFmjlx5B3,53763,8.8.8.8,53,75,F,9c:d9:17:40:bf:f8,47,91,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,63,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0349,T,1478186842,130.134.19.114,CyuKW7O0hAzJj8H0j,28598,8.8.8.8,53,76,F,9c:d9:17:40:bf:f8,48,227,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,199,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0349,T,1478021992,130.134.19.56,CkLtI53W8Dwg0QpJ2,30916,8.8.8.8,53,86,F,9c:d9:17:40:bf:f8,58,182,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,154,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0349,T,1478049769,130.134.19.37,CGqIgg3NL5ax3OZF49,7817,8.8.8.8,53,70,F,9c:d9:17:40:bf:f8,42,130,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,102,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.035,T,1478034439,130.134.19.19,CBm26d22vWRPYPLpdi,42155,8.8.8.8,53,64,F,9c:d9:17:40:bf:f8,36,181,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,153,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.035,T,1478022007,130.134.19.63,C5yXHC1uQsEeFgmS4,19863,8.8.4.4,53,64,F,9c:d9:17:40:bf:f8,36,122,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,94,SF,1,America/Los_Angeles,650,NA,California,8.8.4.4,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.035,T,1478045255,130.134.19.144,CBcc6JFxsGpQ61eEl,61727,8.8.8.8,53,59,F,9c:d9:17:40:bf:f8,31,134,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,106,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.035,T,1478045687,130.134.19.129,CmHTXw4q8NMWgKCcpk,20119,8.8.8.8,53,65,F,9c:d9:17:40:bf:f8,37,81,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,53,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0351,T,1478108769,130.134.19.73,C1lK8v1Pj2Otay2fRl,37479,8.8.8.8,53,62,F,9c:d9:17:40:bf:f8,34,97,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,69,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0351,T,1478097411,130.134.19.53,CluS303JRBGfDoLpka,50263,8.8.8.8,53,71,F,10:a5:d0:4b:03:94,43,116,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,88,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0351,T,1478186839,130.134.19.125,CeXBvw2tqyvxYgwZ37,3032,8.8.4.4,53,75,F,9c:d9:17:40:bf:f8,47,91,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,63,SF,1,America/Los_Angeles,650,NA,California,8.8.4.4,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0352,T,1478022278,130.134.19.64,CVW65ACF8Xbvra8Rg,53378,8.8.8.8,53,58,F,9c:d9:17:40:bf:f8,30,235,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,207,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0352,T,1478098121,130.134.19.17,CODNT82j85IKu4LiB9,46323,8.8.8.8,53,72,F,10:a5:d0:4b:03:94,44,118,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,90,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0353,T,1478046945,130.134.19.121,CFMqaYE4GDMy2kl5d,20558,8.8.8.8,53,75,F,9c:d9:17:40:bf:f8,47,91,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,63,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0353,T,1478049627,130.134.19.57,CkZild1WGOpUhkX6B7,34816,8.8.8.8,53,65,F,9c:d9:17:40:bf:f8,37,81,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,53,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0353,T,1478097349,130.134.19.128,CdjA6i1Sd7wxKNWAtd,47840,8.8.8.8,53,77,F,10:a5:d0:4b:03:94,49,93,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,65,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0353,T,1478097327,130.134.19.121,CD8jXX1wdsf7zvs7Rl,8140,8.8.8.8,53,89,F,10:a5:d0:4b:03:94,61,190,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,162,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0353,T,1478097412,130.134.19.131,CEnMGT3d0XsoOoHrj1,57351,8.8.4.4,53,65,F,10:a5:d0:4b:03:94,37,105,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,77,SF,1,America/Los_Angeles,650,NA,California,8.8.4.4,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0353,T,1478098053,130.134.19.146,CBFljo29qoqRPlV3E7,17674,8.8.8.8,53,71,F,10:a5:d0:4b:03:94,43,179,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,151,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0354,T,1478022314,130.134.19.96,CJDpK3pb3Bpooja6f,50286,8.8.8.8,53,62,F,9c:d9:17:40:bf:f8,34,202,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,174,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0355,T,1478048191,130.134.19.129,C4btfl1RXLrZtXIXIj,59992,8.8.8.8,53,76,F,9c:d9:17:40:bf:f8,48,227,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,199,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0356,T,1478096603,130.134.19.84,Cvnm5Z3xJSfB7o4Xa,48515,8.8.8.8,53,64,F,10:a5:d0:4b:03:94,36,122,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,94,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0356,T,1478098221,130.134.19.81,CYjvdu2pOvTYvOUeI3,32132,8.8.8.8,53,71,F,10:a5:d0:4b:03:94,43,116,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,88,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0358,T,1478029502,130.134.19.11,CVoYvp1h7e6ylMvcVc,59436,8.8.8.8,53,59,F,9c:d9:17:40:bf:f8,31,94,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,66,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0358,T,1478096911,130.134.19.140,ChnDPR0COr9FdDOi,50875,8.8.8.8,53,62,F,10:a5:d0:4b:03:94,34,270,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,242,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0359,T,1478029508,130.134.19.114,Cz59G21LIF5yMLVTJc,43169,8.8.8.8,53,72,F,9c:d9:17:40:bf:f8,44,88,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,60,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0359,T,1478098528,130.134.19.18,CbDobm9wvCDK3z7bh,42589,8.8.8.8,53,64,F,10:a5:d0:4b:03:94,36,122,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,94,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0359,T,1478193685,130.134.19.57,CYCHOR3dU34sHgG4K,50050,8.8.8.8,53,72,F,10:a5:d0:4b:03:94,44,112,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,84,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0359,T,1478022336,130.134.19.118,CKUE1C1MBoz1eDLnej,50397,8.8.8.8,53,75,F,9c:d9:17:40:bf:f8,47,91,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,63,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0359,T,1478024010,130.134.19.39,ChjVal3PWmtKlsBaj2,19762,8.8.8.8,53,61,F,9c:d9:17:40:bf:f8,33,98,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,70,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0359,T,1478047409,130.134.19.38,CJ9u7726cPfRQio9ve,59838,8.8.8.8,53,64,F,9c:d9:17:40:bf:f8,36,252,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,224,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0359,T,1478047862,130.134.19.43,CTCK744ogQ8rjkYITg,15570,8.8.8.8,53,65,F,9c:d9:17:40:bf:f8,37,81,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,53,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0359,T,1478113182,130.134.19.66,CR0ZAxLXz2v2Qjgcf,1923,8.8.4.4,53,76,F,9c:d9:17:40:bf:f8,48,92,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,64,SF,1,America/Los_Angeles,650,NA,California,8.8.4.4,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.036,T,1478126579,130.134.19.48,C2d6by35lC8TvDlXg2,14255,8.8.4.4,53,76,F,9c:d9:17:40:bf:f8,48,274,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,246,SF,1,America/Los_Angeles,650,NA,California,8.8.4.4,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.036,T,1478184953,130.134.19.87,CmXGkn2NTWWIfL3eT3,44657,8.8.8.8,53,64,F,9c:d9:17:40:bf:f8,36,252,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,224,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.036,T,1478048157,130.134.3.161,CasyFJ2SzLUIziTvM6,34951,8.8.8.8,53,76,F,9c:d9:17:40:bf:f8,48,274,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,246,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0361,T,1478049785,131.182.1.117,CLHu9h1UFIPq0jj6Ai,28881,8.8.8.8,53,63,F,9c:d9:17:40:bf:f8,35,115,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,87,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0361,T,1478098421,131.182.11.89,CnUcDf2VIbuv8K0dRd,25098,8.8.8.8,53,64,F,10:a5:d0:4b:03:94,36,122,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,94,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0361,T,1478105219,198.117.13.165,CNpl6v3VfKcIkezJD8,14268,8.8.8.8,53,65,F,9c:d9:17:40:bf:f8,37,227,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,199,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0361,T,1478049769,128.159.1.139,Cyy0jm1fUujOOXM9wc,22775,8.8.8.8,53,66,F,9c:d9:17:40:bf:f8,38,118,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,90,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0361,T,1478097966,148.114.50.205,CXL2Sj4z5zrxKPs5a4,40713,8.8.8.8,53,65,F,10:a5:d0:4b:03:94,37,105,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,77,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0361,T,1478098146,131.182.11.56,C3O9eE10EHu6wwoR7b,26755,8.8.8.8,53,71,F,10:a5:d0:4b:03:94,43,116,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,88,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0362,T,1478034429,128.154.1.176,CJCk0B2zC3fUW7tER2,50965,8.8.8.8,53,73,F,9c:d9:17:40:bf:f8,45,187,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,159,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0362,T,1478096118,128.102.3.75,C1fYjr2TmAC4ncWBHd,51569,8.8.8.8,53,69,F,10:a5:d0:4b:03:94,41,142,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,114,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0362,T,1478096118,163.205.5.204,CUr8sGHeswoi1x7Tl,51249,8.8.8.8,53,59,F,10:a5:d0:4b:03:94,31,234,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,206,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0363,T,1478096118,148.114.22.156,CA6fgf1rzswcA4YdYj,22046,8.8.8.8,53,60,F,10:a5:d0:4b:03:94,32,92,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,64,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0364,T,1478099626,198.117.13.149,CbLgJvKtxcP6SZ3wg,31710,8.8.8.8,53,75,F,9c:d9:17:40:bf:f8,47,103,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,75,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0364,T,1478034439,130.134.2.2,C3JznL27pHmHxQfSD6,61231,8.8.8.8,53,68,F,9c:d9:17:40:bf:f8,40,231,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,203,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0365,T,1478023977,146.165.13.195,CActotCrT05zQYQ1c,22549,8.8.8.8,53,65,F,9c:d9:17:40:bf:f8,37,178,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,150,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0365,T,1478098167,131.182.1.46,Cyfraa45lr8sTM67e,29972,8.8.8.8,53,66,F,10:a5:d0:4b:03:94,38,115,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,87,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0365,T,1478097586,131.182.10.83,CbVrgb1DHVk5j7iFgk,14353,8.8.8.8,53,72,F,10:a5:d0:4b:03:94,44,112,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,84,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0366,T,1478101289,163.205.5.186,CxeJ8a27Iulg5aDOHh,54482,8.8.8.8,53,88,F,10:a5:d0:4b:03:94,60,309,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,281,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0366,T,1478022254,148.114.22.171,CJFrbK3MWDDlYYWlb,21928,8.8.8.8,53,70,F,9c:d9:17:40:bf:f8,42,86,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,58,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0.0366,T,1478097429,128.102.2.90,Cpcr5EMifjGfobMlc,51527,8.8.8.8,53,62,F,9c:d9:17:40:bf:f8,34,107,08:bd:43:8a:7d:59,udp,0,dns,1,Dd,79,SF,1,America/Los_Angeles,650,NA,California,8.8.8.8,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
